CASRN,LD50,Compound name,Binary,GHS,Set,SMILES
95266-40-3,4000,Trinexapac-ethyl [ISO],0.0,5,ms,CCOC(=O)C1CC(=O)C(C(=O)C2CC2)=C(O)C1
,2000,Spirodiclofen,0.0,5,ms,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2
324763-51-1,2000,unnamed [324763-51-1],0.0,5,ms,CC(C)(CN)C(N)=O
39072-70-3,2000,3-benzyl-1-{6-[(benzylcarbamoyl)amino]hexyl}urea,0.0,5,ms,O=C(NCCCCCCNC(=O)NCc1ccccc1)NCc1ccccc1
89392-03-0,2000,-,0.0,5,ms,COc1cc(OC)nc(NC(=O)Oc2ccccc2)n1
96-45-7,2000,imidazolidine-2-thione,0.0,5,ms,S=C1NCCN1
114369-43-6,5000,Fenbuconazole [ISO],0.0,5,ms,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1
613222-52-9,2000,"(3E)-3-({6-[(E)-[3-(dodecanoyloxy)-2,2-dimethylpropylidene]amino]hexyl}imino)-2,2-dimethylpropyl dodecanoate",0.0,5,ms,CCCCCCCCCCCC(=O)OCC(C)(C)C=NCCCCCCN=CC(C)(C)COC(=O)CCCCCCCCCCC
128119-70-0,2000,unnamed [128119-70-0],0.0,5,ms,CC(CO)COC1CC2CCC1(C)C2(C)C
29923-31-7,5000,sodium hydrogen (2S)-2-dodecanamidopentanedioate,0.0,5,ms,CCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O
19592-55-3,2000,"10,13-dimethyl-17-(2-methyl-1,3-dioxolan-2-yl)-1,2,4,9,10,11,12,13,14,15,16,17-dodecahydrospiro[cyclopenta[a]phenanthrene-3,2'-[1,3]dioxolane]",0.0,5,ms,CC1(C2CCC3C4=CC=C5CC6(CCC5(C)C4CCC32C)OCCO6)OCCO1
374067-80-8,2000,unnamed [374067-80-8],0.0,5,ms,N#Cc1ccc(Nc2nc(=O)cc(O)[nH]2)cc1
126990-35-0,2000,dicyclopentyldimethoxysilane,0.0,5,ms,CO[Si](OC)(C1CCCC1)C1CCCC1
1933-50-2,4000,"AC-24,055",0.0,5,ms,CC(=O)Nc1ccc(N=NN(C)C)cc1
76950-43-1,2000,"1,4-diazabicyclo[2.2.2]octan-2-ylmethanol",0.0,5,ms,OCC1CN2CCN1CC2
1533-45-5,2000,"2,2'-(vinylenedi-p-phenylene)bisbenzoxazole",0.0,5,ms,C(=Cc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(-c2nc3ccccc3o2)cc1
63755-05-5,2500,Chlobenthiazone [ISO],0.0,5,ms,Cn1c(=O)sc2cccc(Cl)c21
58-08-2,2000,"1,3,7-trimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",0.0,5,ms,Cn1c(=O)c2c(ncn2C)n(C)c1=O
119313-12-1,2000,2-benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,0.0,5,ms,CCC(Cc1ccccc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C
23432-65-7,2000,methyl N-{[dimethoxy(methyl)silyl]methyl}carbamate,0.0,5,ms,COC(=O)NC[Si](C)(OC)OC
2044-64-6,2000,"N,N-dimethyl-3-oxobutanamide",0.0,5,ms,CC(=O)CC(=O)N(C)C
78-70-6,5610,,0.0,5,ms,C=CC(C)(O)CCC=C(C)C
,2000,Haloxyfop-R,0.0,5,ms,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
87172-89-2,2000,"(1S,2S)-1-methyl-4-(propan-2-yl)-7-oxabicyclo[2.2.1]heptan-2-ol",0.0,5,ms,CC(C)C12CCC(C)(O1)C(O)C2
1982-49-6,5500,Siduron [ANSI:BSI:ISO],0.0,5,ms,CC1CCCCC1NC(=O)Nc1ccccc1
402-950-5,2100,-,0.0,5,ms,Cc1ccc(C2OC3COC(c4ccc(C)cc4)OC3C(C(O)CO)O2)cc1
64249-01-0,2000,,0.0,5,ms,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C
66068-84-6,2000,"4-{5,5,6-trimethylbicyclo[2.2.1]heptan-2-yl}cyclohexan-1-ol",0.0,5,ms,CC1C2CC(CC2C2CCC(O)CC2)C1(C)C
67564-91-4,4100,Fenpropimorph,0.0,5,ms,CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1
27371-95-5,2500,"1,3,2-Oxathiastannolane, 2,2-dibutyl-",0.0,5,ms,CCC[CH2][Sn]1([CH2]CCC)[O]CC[S]1
94291-97-1,2000,-,0.0,5,ms,CC1(C)COC2(CCC3=C(CCC4C3CCC3(C)C4CCC3(O)C#N)C2)OC1
6786-83-0,2000,(4-anilino-1-naphthyl){bis[4-(dimethylamino)phenyl]}methanol,0.0,5,ms,CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(Nc3ccccc3)c3ccccc23)cc1
14960-06-6,5000,sodium 3-[(2-carboxyethyl)(dodecyl)amino]propanoate,0.0,5,ms,CCCCCCCCCCCCN(CCC(=O)O)CCC(=O)O
411-070-0,2000,-,0.0,5,ms,Cc1ccc(NC(=O)Nc2ccc(C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1
219715-34-1,5000,2-methoxy-4-(trifluoromethyl)pyridine,0.0,5,ms,COc1cc(C(F)(F)F)ccn1
63675-73-0,2000,1-(4-methoxyphenyl)-2-[(3-methoxyphenyl)sulfanyl]ethan-1-one,0.0,5,ms,COc1ccc(C(=O)CSc2cccc(OC)c2)cc1
167004-78-6,5000,unnamed [167004-78-6],0.0,5,ms,CCCCOP(C)(=O)CCC(C#N)OC(C)=O
34264-24-9,4000,Promacyl,0.0,5,ms,CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1
1141487-54-8,2000,-,0.0,5,ms,CC(CO)CCCC1CCCCC1
1003-52-7,2000,"4-methyl-1,3-oxazole-5-carbonitrile",0.0,5,ms,Cc1ncoc1C#N
77-83-8,2000,ethyl 3-methyl-3-phenyloxirane-2-carboxylate,0.0,5,ms,CCOC(=O)C1OC1(C)c1ccccc1
112110-16-4,2000,-,0.0,5,ms,COC(=O)c1cc(C)cnc1C(=O)OC
2873-97-4,2000,N-(2-methyl-4-oxopentan-2-yl)prop-2-enamide,0.0,5,ms,C=CC(=O)NC(C)(C)CC(C)=O
6236-40-4,2000,"13-ethyl-3-methoxy-1,4,6,7,8,9,11,12,13,14,15,16-dodecahydro-17H-cyclopenta[a]phenanthren-17-one (non-preferred name)",0.0,5,ms,CCC12CCC3C4=C(CCC3C1CCC2=O)CC(OC)=CC4
39670-09-2,2000,2-[2-(2-ethoxyethoxy)ethoxy]ethyl methacrylate,0.0,5,ms,C=C(C)C(=O)OCCOCCOCCOCC
112-84-5,2000,(13Z)-docos-13-enamide,0.0,5,ms,CCCCCCCCC=CCCCCCCCCCCCC(N)=O
69806-50-4,6050,Fluazifop-butyl [ISO],0.0,5,ms,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
2986-54-1,2000,cyclododecyl methyl ether,0.0,5,ms,COC1CCCCCCCCCCC1
42222-50-4,2000,"2,2-dimethyl-3-[(9Z)-octadec-9-enoyloxy]propyl (9Z)-octadec-9-enoate",0.0,5,ms,CCCCCCCCC=CCCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCCC=CCCCCCCCC
80-04-6,2000,4-[2-(4-hydroxycyclohexyl)propan-2-yl]cyclohexan-1-ol,0.0,5,ms,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1
99607-70-2,2000,(2R)-heptan-2-yl 2-[(5-chloroquinolin-8-yl)oxy]acetate (2S)-heptan-2-yl 2-[(5-chloroquinolin-8-yl)oxy]acetate,0.0,5,ms,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12
555-43-1,2000,"1,3-bis(octadecanoyloxy)propan-2-yl octadecanoate",0.0,5,ms,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
87-69-4,2000,"(2R,3R)-2,3-dihydroxybutanedioic acid",0.0,5,ms,O=C(O)C(O)C(O)C(=O)O
85209-91-2,2000,"sodium 5,7,13,15-tetra-tert-butyl-10-oxo-9,11-dioxa-10?????-phosphatricyclo[10.4.0.0??,???]hexadeca-1(12),3,5,7,13,15-hexaen-10-olate",0.0,5,ms,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)(O)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)C2
286472-48-8,2000,unnamed [286472-48-8],0.0,5,ms,CCOC1C(C)CCCC1C
1164-92-7,2000,-,0.0,5,ms,CC(=O)OC1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
126-57-8,2000,"2,2-bis[(nonanoyloxy)methyl]butyl nonanoate",0.0,5,ms,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
141773-73-1,2000,-,0.0,5,ms,CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1
116-37-0,2000,1-(4-{2-[4-(2-hydroxypropoxy)phenyl]propan-2-yl}phenoxy)propan-2-ol,0.0,5,ms,CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1
84170-74-1,2000,unnamed [84170-74-1],0.0,5,ms,C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C
4780-79-4,5000,Naphthalene-1-methanol,0.0,5,ms,OCc1cccc2ccccc12
,5000,Methoxyfenozide,0.0,5,ms,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C
822-06-0,7000,"1,6-diisocyanatohexane",0.0,5,ms,O=C=NCCCCCCN=C=O
23031-36-9,5000,Prallethrin [ISO],0.0,5,ms,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
102-22-7,2000,"(2E)-3,7-dimethylocta-2,6-dien-1-yl 2-phenylacetate",0.0,5,ms,CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1
425-090-2,2000,-,0.0,5,ms,OC1CCOC1
1119-40-0,2000,"1,5-dimethyl pentanedioate",0.0,5,ms,COC(=O)CCCC(=O)OC
61676-87-7,3100,Cymiazole,0.0,5,ms,Cc1ccc(N=c2sccn2C)c(C)c1
120-20-7,2800,"2-(3,4-dimethoxyphenyl)ethan-1-amine",0.0,5,ms,COc1ccc(CCN)cc1OC
93-20-9,2000,2-(2-naphthyloxy)ethanol,0.0,5,ms,OCCOc1ccc2ccccc2c1
32647-67-9,2000,bis-O-(benzylidene)-D-glucitol,0.0,5,ms,OC12COC(c3ccccc3)OC1C1OC(c3ccccc3)OCC1O2
51-67-2,2000,4-(2-aminoethyl)phenol,0.0,5,ms,NCCc1ccc(O)cc1
944129-07-1,2000,-,0.0,5,ms,COc1c(Cl)ccc(B(O)O)c1F
79710-86-4,2000,-,0.0,5,ms,O=CC1CCOC1
3371-33-3,2000,"1-(3,5-dihydroxyphenyl)-2-{[2-(4-hydroxyphenyl)-1-methylethyl]amino}ethanone hydrobromide",0.0,5,ms,CC(Cc1ccc(O)cc1)NCC(=O)c1cc(O)cc(O)c1
38668-48-3,2000,1-[(2-hydroxypropyl)(4-methylphenyl)amino]propan-2-ol,0.0,5,ms,Cc1ccc(N(CC(C)O)CC(C)O)cc1
5089-70-3,2000,(3-chloropropyl)triethoxysilane,0.0,5,ms,CCO[Si](CCCCl)(OCC)OCC
1129-37-9,7100,,0.0,5,ms,O=NCc1ccc([N+](=O)[O-])cc1
51422-54-9,2000,2-(2-ethoxyethoxy)-2-methylpropane,0.0,5,ms,CCOCCOC(C)(C)C
82211-24-3,5000,Inabenfide [ISO],0.0,5,ms,O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1
2511-00-4,2000,-,0.0,5,ms,CCOC(=O)C(C)C1CCCCC1
1830-54-2,2000,dimethyl 3-oxopentanedioate,0.0,5,ms,COC(=O)CC(=O)CC(=O)OC
92585-24-5,2000,-,0.0,5,ms,CC(CO)CC(C)c1ccccc1
,4000,Trinexapac,0.0,5,ms,O=C1CC(C(=O)O)CC(O)=C1C(=O)C1CC1
2687-94-7,4000,1-octylpyrrolidin-2-one,0.0,5,ms,CCCCCCCCN1CCCC1=O
98-00-0,3825,Furfuryl alcohol,0.0,5,ms,OCc1ccco1
2386-87-0,2000,7-oxabicyclo[4.1.0]heptan-3-ylmethyl 7-oxabicyclo[4.1.0]heptane-3-carboxylate,0.0,5,ms,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1
104-68-7,5000,2-(2-phenoxyethoxy)ethan-1-ol,0.0,5,ms,OCCOCCOc1ccccc1
1624-62-0,2000,"3-methoxyestra-1,3,5(10)-trien-17-one",0.0,5,ms,COc1ccc2c(c1)CCC1C2CCC2(C)C(=O)CCC12
3470-98-2,2000,1-butylpyrrolidin-2-one,0.0,5,ms,CCCCN1CCCC1=O
1134-23-2,2467,Cycloate [BSI:ISO],0.0,5,ms,CCSC(=O)N(CC)C1CCCCC1
,2000,Acequinocyl,0.0,5,ms,CCCCCCCCCCC=Cc1c(OC(C)=O)c(O)c2ccccc2c1O
3101-60-8,2000,2-(4-tert-butylphenoxymethyl)oxirane,0.0,5,ms,CC(C)(C)c1ccc(OCC2CO2)cc1
67-68-5,40000,Dimethyl sulfoxide,0.0,5,ms,CS(C)=O
69409-94-5,20000,Fluvalinate [ANSI:ISO],0.0,5,ms,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
,2000,Thiram,0.0,5,ms,CN(C)C(=S)SSC(=S)N(C)C
112-30-1,5000,decan-1-ol,0.0,5,ms,CCCCCCCCCCO
149-57-5,2000,2-ethylhexanoic acid,0.0,5,ms,CCCCC(CC)C(=O)O
26160-83-8,10000,"tricyclo[2.2.2.2~1,4~]decane-2,5-diyldimethanol",0.0,5,ms,OCC1CC2CC1C1CCC(CO)C21
434-850-2,5000,-,0.0,5,ms,CCCCCCCCOC(=O)OCCCCCCCC
22174-70-5,2000,2-ethyl-1-{[(2-ethylhexyl)oxy]methoxy}hexane,0.0,5,ms,CCCCC(CC)COCOCC(CC)CCCC
35415-27-1,2000,"1,2,4-trinonyl benzene-1,2,4-tricarboxylate",0.0,5,ms,CCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCC)c(C(=O)OCCCCCCCCC)c1
31694-55-0,5000,"Glycerol, ethoxylated",0.0,5,ms,OCCOCC(COCCO)OCCO
39148-24-8,3200,Fosetyl-aluminium [ISO],0.0,5,ms,CCO[PH](=O)O
111439-76-0,2180,dimethoxy(2-methylpropyl)propan-2-ylsilane,0.0,5,ms,CO[Si](CC(C)C)(OC)C(C)C
,2000,Pirimicarb,0.0,5,ms,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
143-18-0,2000,,0.0,5,ms,CCCCCCCCC=CCCCCCCCC(=O)O
10361-29-2,2000,platinum(2+) ion tetraamine dihydrogen carbonate,0.0,5,ms,O=C(O)O
2997-92-4,5900,"2,2'-Azobis(2-amidinopropane) diHCl",0.0,5,ms,[H]/N=C(\N)C(C)(C)N=NC(C)(C)/C(N)=N/[H]
119-12-0,2100,Pyridafenthion,0.0,5,ms,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1
38260-54-7,2000,Etrimfos [ANSI:BSI:ISO],0.0,5,ms,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1
55542-26-2,2000,"17-hydroxy-17-(3-hydroxyprop-1-yn-1-yl)-10,13-dimethyl-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)",0.0,5,ms,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C#CCO
122-70-3,2000,2-phenylethyl propanoate,0.0,5,ms,CCC(=O)OCCc1ccccc1
85-68-7,6700,,0.0,5,ms,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
1565-76-0,2000,"[1R-(1??,2??,5??)]-1-(isopropyl)-2-methoxy-4-methylcyclohexane",0.0,5,ms,COC1CC(C)CCC1C(C)C
108-65-6,2000,1-methoxypropan-2-yl acetate,0.0,5,ms,COCC(C)OC(C)=O
5451-76-3,2000,2-butoxyethyl benzoate,0.0,5,ms,CCCCOCCOC(=O)c1ccccc1
59607-71-5,2000,"Thiocyanic acid, 4-methoxy-2-nitrophenyl ester",0.0,5,ms,COc1ccc(SC#N)c([N+](=O)[O-])c1
66227-09-6,2000,Propyl-3-tert-butylphenoxyacetate,0.0,5,ms,CCCOC(=O)COc1cccc(C(C)(C)C)c1
701920-77-6,5000,-,0.0,5,ms,CCCCOCCOCCOC(=O)CCC(=O)OCCOCCOCCCC
66423-13-0,2000,octyl (2R)-2-(4-chloro-2-methylphenoxy)propanoate,0.0,5,ms,CCCCCCCCOC(=O)C(C)Oc1ccc(Cl)cc1C
51772-35-1,2000,"N-[(1,1,3,3-tetramethylbutyl)phenyl]naphthalen-1-amine",0.0,5,ms,CC(C)(C)CC(C)(C)N(c1ccccc1)c1cccc2ccccc12
216698-07-6,2000,-,0.0,5,ms,CC(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C1C(=O)Oc2ccc(C(C)(C)CC(C)(C)C)cc21
5343-92-0,2000,"pentane-1,2-diol",0.0,5,ms,CCCC(O)CO
32634-95-0,2000,"(1S,2R,10R,11S,14R,15S)-14-acetyl-2,15-dimethyl-8-methylidene-5-oxotetracyclo[8.7.0.0??,???.0????,?????]heptadec-6-en-14-yl acetate",0.0,5,ms,C=C1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C2(C)CCC(=O)C=C12
,5000,Metrafenone,0.0,5,ms,COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC
1079-33-0,2000,Mobam,0.0,5,ms,CNC(=O)Oc1cccc2sccc12
68-96-2,2000,"(1S,2R,10R,11S,14R,15S)-14-acetyl-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0??,???.0????,?????]heptadec-6-en-5-one",0.0,5,ms,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
108-62-3,2275,Metaldehyde [BSI:ISO],0.0,5,ms,CC1OC(C)OC(C)OC(C)O1
297730-93-9,2000,"3-ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-(trifluoromethyl)hexane",0.0,5,ms,CCOC(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
,2000,Clodinafop-propargyl,0.0,5,ms,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1
143-50-0,2000,Chlordecone [ISO],0.0,5,ms,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
42797-18-2,2000,unnamed [42797-18-2],0.0,5,ms,O=C(O)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1
127-06-0,2000,N-(propan-2-ylidene)hydroxylamine,0.0,5,ms,CC(C)=NO
97-74-5,2000,"N,N-dimethyl[(dimethylcarbamothioyl)sulfanyl]carbothioamide",0.0,5,ms,CN(C)C(=S)SC(=S)N(C)C
9002-92-0,2000,"Dodecan-1-ol, ethoxylated",0.0,5,ms,CCCCCCCCCCCCOCCO
152-16-9,2500,Schradan [ISO],0.0,5,ms,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C
29514-94-1,2000,unnamed [29514-94-1],0.0,5,ms,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)=C(F)F
590-28-3,2000,sodium cyanate,0.0,5,ms,N#CO
144020-22-4,2000,"1-[(1E,5Z,9Z)-2,5,10-trimethylcyclododeca-1,5,9-trien-1-yl]ethan-1-one; 1-[(1R)-2,5,10-trimethylcyclododeca-2,5,9-trien-1-yl]ethan-1-one; 1-[(1R)-4,9-dimethyl-12-methylidenecyclododeca-4,8-dien-1-yl]ethan-1-one; 1-[(1S)-2,5,10-trimethylcyclododeca-2,5,9-trien-1-yl]ethan-1-one; 1-[(1S)-4,9-dimethyl-12-methylidenecyclododeca-4,8-dien-1-yl]ethan-1-one",0.0,5,ms,CC(=O)C1CCC(C)=CCCC=C(C)CC=C1C
895-85-2,2000,4-methylbenzoyl 4-methylbenzene-1-carboperoxoate,0.0,5,ms,Cc1ccc(C(=O)OOC(=O)c2ccc(C)cc2)cc1
590-01-2,2000,butyl propanoate,0.0,5,ms,CCCCOC(=O)CC
598-56-1,2000,"N,N-dimethylethanamine",0.0,5,ms,CCN(C)C
109-92-2,20000,Ethyl vinyl ether,0.0,5,ms,C=COCC
2432-99-7,2000,11-aminoundecanoic acid,0.0,5,ms,NCCCCCCCCCCC(=O)O
14433-76-2,5000,"N,N-dimethyldecanamide",0.0,5,ms,CCCCCCCCCC(=O)N(C)C
29387-86-8,2000,Propylene glycol butyl ether,0.0,5,ms,CCCCOC(O)CC
604-26-2,2000,17-hydroxy-1-methylandrost-4-en-3-one,0.0,5,ms,CC1CC(=O)C=C2CCC3C4CCC(O)C4(C)CCC3C21C
4312-97-4,3900,Acrofol,0.0,5,ms,O=C(O)C=CCl
122-69-0,5000,Cinnamyl cinnamate,0.0,5,ms,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1
693-57-2,2000,12-aminododecanoic acid,0.0,5,ms,NCCCCCCCCCCCC(=O)O
123-66-0,2000,ethyl hexanoate,0.0,5,ms,CCCCCC(=O)OCC
1118-92-9,2000,"N,N-dimethyloctanamide",0.0,5,ms,CCCCCCCC(=O)N(C)C
74782-23-3,5000,Oxabetrinil [BSI:ISO],0.0,5,ms,N#CC(=NOCC1OCCO1)c1ccccc1
134-11-2,2000,2-ethoxybenzoic acid,0.0,5,ms,CCOc1ccccc1C(=O)O
2343-89-7,2000,-,0.0,5,ms,C=C(F)C(=O)OC
68425-16-1,2000,"bis(2,3,4,4-tetramethylpentan-2-yl)trisulfane",0.0,5,ms,CC(C(C)(C)C)C(C)(C)SSSC(C)(C)C(C)C(C)(C)C
112-41-4,2000,dodec-1-ene,0.0,5,ms,C=CCCCCCCCCCC
68526-56-7,2000,"Alkenes, C9-11, C10-rich",0.0,5,ms,C=CC=CCCC=CCC
1120-36-1,2000,tetradec-1-ene,0.0,5,ms,C=CCCCCCCCCCCCC
2628-16-2,2000,4-Ethenylphenyl acetate,0.0,5,ms,C=Cc1ccc(OC(C)=O)cc1
13104-21-7,2000,Methylbromfenvinphos,0.0,5,ms,COP(=O)(OC)OC(=CBr)c1ccc(Cl)cc1Cl
131-11-3,4800,Dimethyl phthalate [BSI:ISO],0.0,5,ms,COC(=O)c1ccccc1C(=O)OC
105-54-4,2000,ethyl butanoate,0.0,5,ms,CCCC(=O)OCC
1843-03-4,2000,"4,4',4''-butane-1,1,3-triyltris(2-tert-butyl-5-methylphenol)",0.0,5,ms,Cc1cc(O)c(C(C)(C)C)cc1C(C)CC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C
36483-57-5,2000,"3,3,3-tribromo-2,2-dimethylpropan-1-ol",0.0,5,ms,OCC(CBr)(CBr)CBr
52950-18-2,2000,(2R)-2-(2-chlorophenyl)-2-hydroxyacetic acid,0.0,5,ms,O=C(O)C(O)c1ccccc1Cl
122-63-4,2000,benzyl propanoate,0.0,5,ms,CCC(=O)OCc1ccccc1
83164-33-4,2000,diflufenican,0.0,5,ms,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1
479-27-6,2000,"naphthalene-1,8-diamine",0.0,5,ms,Nc1cccc2cccc(N)c12
14214-32-5,2150,Difenoxuron [BSI:ISO],0.0,5,ms,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1
78-86-4,2000,2-chlorobutane,0.0,5,ms,CCC(C)Cl
62037-80-3,5000,-,0.0,5,ms,O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
141-75-3,2000,butanoyl chloride,0.0,5,ms,CCCC(=O)Cl
759-94-4,3200,EPTC [BSI:ISO],0.0,5,ms,CCCN(CCC)C(=O)SCC
999-81-5,4000,Chlormequat chloride [ISO],0.0,5,ms,C[N+](C)(C)CCCl
111-41-1,2125,2-[(2-aminoethyl)amino]ethan-1-ol,0.0,5,ms,NCCNCCO
63917-01-1,2500,Lethane (special),0.0,5,ms,CCCCCCCCCCCC(=O)OCSC#N
143-15-7,2000,1-bromododecane,0.0,5,ms,CCCCCCCCCCCCBr
124-30-1,2000,octadecan-1-amine,0.0,5,ms,CCCCCCCCCCCCCCCCCCN
122-42-9,5000,Propham [BSI:ISO],0.0,5,ms,CC(C)OC(=O)Nc1ccccc1
650-51-1,2000,sodium trichloroacetate,0.0,5,ms,O=C(O)C(Cl)(Cl)Cl
119851-28-4,2000,-,0.0,5,ms,CC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1Cl
112-95-8,2000,icosane,0.0,5,ms,CCCCCCCCCCCCCCCCCCCC
15721-78-5,2000,"4-(2,4,4-trimethylpentan-2-yl)-N-[4-(2,4,4-trimethylpentan-2-yl)phenyl]aniline",0.0,5,ms,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1
101-14-4,2000,4-[(4-amino-3-chlorophenyl)methyl]-2-chloroaniline,0.0,5,ms,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
104-55-2,2000,(2E)-3-phenylprop-2-enal,0.0,5,ms,O=CC=Cc1ccccc1
629-78-7,2000,heptadecane,0.0,5,ms,CCCCCCCCCCCCCCCCC
40843-25-2,5000,Diclofop [ANSI:BSI:ISO],0.0,5,ms,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O
93762-80-2,2000,"Alkenes, C15-18",0.0,5,ms,CCCCC=CCCC=CCCCCCC
3825-26-1,7000,Ammonium perfluorooctanoate,0.0,5,ms,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
6485-40-1,2000,(5R)-2-methyl-5-(prop-1-en-2-yl)cyclohex-2-en-1-one,0.0,5,ms,C=C(C)C1CC=C(C)C(=O)C1
624-89-5,2000,(methylsulfanyl)ethane,0.0,5,ms,CCSC
116-71-2,2500,"nonacyclo[18.10.2.2??,???.0??,?????.0???,????.0???,????.0?????,????.0????,?????.0?????,????]tetratriaconta-1(30),2(34),3,5(33),6,8,10,13,15,17,19,22,24,26,28,31-hexadecaene-12,21-dione",0.0,5,ms,O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5
99-99-0,16000,4-Nitrotoluene,0.0,5,ms,Cc1ccc([N+](=O)[O-])cc1
37441-29-5,2000,"5-amino-2,4,6-triiodobenzene-1,3-dicarbonyl dichloride",0.0,5,ms,Nc1c(I)c(C(=O)Cl)c(I)c(C(=O)Cl)c1I
2385-85-5,2000,Mirex,0.0,5,ms,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
79-20-9,2000,methyl acetate,0.0,5,ms,COC(C)=O
100-07-2,2000,4-methoxybenzoyl chloride,0.0,5,ms,COc1ccc(C(=O)Cl)cc1
103-69-5,4700,,0.0,5,ms,CCNc1ccccc1
15520-05-5,2000,"2,2'-(octylimino)diethanol",0.0,5,ms,CCCCCCCCN(CCO)CCO
